Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2658,"Beverages, Alcoholic",2013,2013,1000 tonnes,3204.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2658,"Beverages, Alcoholic",2013,2013,1000 tonnes,4972.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2658,"Beverages, Alcoholic",2013,2013,1000 tonnes,858.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2658,"Beverages, Alcoholic",2013,2013,1000 tonnes,4114.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2658,"Beverages, Alcoholic",2013,2013,kg,5.54,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2658,"Beverages, Alcoholic",2013,2013,kcal/capita/day,45.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,1990.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,3862.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,71.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,2992.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,2930.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2659,"Alcohol, Non-Food",2013,2013,1000 tonnes,2930.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5511,Production,2731,Bovine Meat,2013,2013,1000 tonnes,10192.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,3992.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2731,Bovine Meat,2013,2013,1000 tonnes,11.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,3142.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2731,Bovine Meat,2013,2013,1000 tonnes,11053.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2731,Bovine Meat,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2731,Bovine Meat,2013,2013,1000 tonnes,20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2731,Bovine Meat,2013,2013,1000 tonnes,-19.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2731,Bovine Meat,2013,2013,1000 tonnes,15.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2731,Bovine Meat,2013,2013,1000 tonnes,11048.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2731,Bovine Meat,2013,2013,kg,14.89,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2731,Bovine Meat,2013,2013,kcal/capita/day,62.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2731,Bovine Meat,2013,2013,g/capita/day,5.77,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2731,Bovine Meat,2013,2013,g/capita/day,4.1,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,1303.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,382.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,253.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,1431.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,11.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,1416.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2732,Mutton & Goat Meat,2013,2013,kg,1.91,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2732,Mutton & Goat Meat,2013,2013,kcal/capita/day,12.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2732,Mutton & Goat Meat,2013,2013,g/capita/day,0.67,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2732,Mutton & Goat Meat,2013,2013,g/capita/day,1.03,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2733,Pigmeat,2013,2013,1000 tonnes,27226.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2733,Pigmeat,2013,2013,1000 tonnes,8873.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2733,Pigmeat,2013,2013,1000 tonnes,40.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2733,Pigmeat,2013,2013,1000 tonnes,10199.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2733,Pigmeat,2013,2013,1000 tonnes,25940.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2733,Pigmeat,2013,2013,1000 tonnes,24.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2733,Pigmeat,2013,2013,1000 tonnes,15.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2733,Pigmeat,2013,2013,1000 tonnes,215.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2733,Pigmeat,2013,2013,1000 tonnes,25686.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2733,Pigmeat,2013,2013,kg,34.61,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2733,Pigmeat,2013,2013,kcal/capita/day,186.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2733,Pigmeat,2013,2013,g/capita/day,9.6,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2733,Pigmeat,2013,2013,g/capita/day,16.09,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2734,Poultry Meat,2013,2013,1000 tonnes,18162.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,4991.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2734,Poultry Meat,2013,2013,1000 tonnes,-10.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,5322.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2734,Poultry Meat,2013,2013,1000 tonnes,17820.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2734,Poultry Meat,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2734,Poultry Meat,2013,2013,1000 tonnes,33.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2734,Poultry Meat,2013,2013,1000 tonnes,439.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2734,Poultry Meat,2013,2013,1000 tonnes,19.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2734,Poultry Meat,2013,2013,1000 tonnes,17330.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2734,Poultry Meat,2013,2013,kg,23.35,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2734,Poultry Meat,2013,2013,kcal/capita/day,83.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2734,Poultry Meat,2013,2013,g/capita/day,8.89,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2734,Poultry Meat,2013,2013,g/capita/day,4.98,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2735,"Meat, Other",2013,2013,1000 tonnes,1383.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2735,"Meat, Other",2013,2013,1000 tonnes,1053.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2735,"Meat, Other",2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2735,"Meat, Other",2013,2013,1000 tonnes,512.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2735,"Meat, Other",2013,2013,1000 tonnes,1925.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2735,"Meat, Other",2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2735,"Meat, Other",2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2735,"Meat, Other",2013,2013,1000 tonnes,5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2735,"Meat, Other",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2735,"Meat, Other",2013,2013,1000 tonnes,1923.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2735,"Meat, Other",2013,2013,kg,2.59,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2735,"Meat, Other",2013,2013,kcal/capita/day,8.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2735,"Meat, Other",2013,2013,g/capita/day,1.34,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2735,"Meat, Other",2013,2013,g/capita/day,0.3,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2736,"Offals, Edible",2013,2013,1000 tonnes,4031.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2736,"Offals, Edible",2013,2013,1000 tonnes,1219.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2736,"Offals, Edible",2013,2013,1000 tonnes,23.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2736,"Offals, Edible",2013,2013,1000 tonnes,2599.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2736,"Offals, Edible",2013,2013,1000 tonnes,2674.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2736,"Offals, Edible",2013,2013,1000 tonnes,24.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2736,"Offals, Edible",2013,2013,1000 tonnes,28.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2736,"Offals, Edible",2013,2013,1000 tonnes,80.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2736,"Offals, Edible",2013,2013,1000 tonnes,2546.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2736,"Offals, Edible",2013,2013,kg,3.43,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2736,"Offals, Edible",2013,2013,kcal/capita/day,11.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2736,"Offals, Edible",2013,2013,g/capita/day,1.71,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2736,"Offals, Edible",2013,2013,g/capita/day,0.31,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2740,"Butter, Ghee",2013,2013,1000 tonnes,2429.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,1052.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2740,"Butter, Ghee",2013,2013,1000 tonnes,-20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,977.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,2484.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2740,"Butter, Ghee",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2740,"Butter, Ghee",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2740,"Butter, Ghee",2013,2013,1000 tonnes,19.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2740,"Butter, Ghee",2013,2013,1000 tonnes,2494.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2740,"Butter, Ghee",2013,2013,kg,3.36,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2740,"Butter, Ghee",2013,2013,kcal/capita/day,66.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2740,"Butter, Ghee",2013,2013,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2740,"Butter, Ghee",2013,2013,g/capita/day,7.48,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2743,Cream,2013,2013,1000 tonnes,2782.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2743,Cream,2013,2013,1000 tonnes,805.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2743,Cream,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2743,Cream,2013,2013,1000 tonnes,1050.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2743,Cream,2013,2013,1000 tonnes,2537.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2743,Cream,2013,2013,1000 tonnes,35.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2743,Cream,2013,2013,1000 tonnes,80.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2743,Cream,2013,2013,1000 tonnes,2421.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2743,Cream,2013,2013,kg,3.26,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2743,Cream,2013,2013,kcal/capita/day,17.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2743,Cream,2013,2013,g/capita/day,0.26,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2743,Cream,2013,2013,g/capita/day,1.7,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,6526.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,2565.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,71.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,2990.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,6171.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,209.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,90.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,2661.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2737,"Fats, Animals, Raw",2013,2013,1000 tonnes,3191.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2737,"Fats, Animals, Raw",2013,2013,kg,4.3,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2737,"Fats, Animals, Raw",2013,2013,kcal/capita/day,82.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2737,"Fats, Animals, Raw",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2737,"Fats, Animals, Raw",2013,2013,g/capita/day,9.11,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2781,"Fish, Body Oil",2013,2013,1000 tonnes,237.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2781,"Fish, Body Oil",2013,2013,1000 tonnes,428.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2781,"Fish, Body Oil",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2781,"Fish, Body Oil",2013,2013,1000 tonnes,307.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2781,"Fish, Body Oil",2013,2013,1000 tonnes,358.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2781,"Fish, Body Oil",2013,2013,1000 tonnes,124.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2781,"Fish, Body Oil",2013,2013,1000 tonnes,197.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2781,"Fish, Body Oil",2013,2013,1000 tonnes,37.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2781,"Fish, Body Oil",2013,2013,kg,0.05,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2781,"Fish, Body Oil",2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2781,"Fish, Body Oil",2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2781,"Fish, Body Oil",2013,2013,g/capita/day,0.14,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,7.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,12.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,15.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2782,"Fish, Liver Oil",2013,2013,1000 tonnes,10.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2782,"Fish, Liver Oil",2013,2013,kg,0.01,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2782,"Fish, Liver Oil",2013,2013,kcal/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2782,"Fish, Liver Oil",2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2782,"Fish, Liver Oil",2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2744,Eggs,2013,2013,1000 tonnes,10920.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2744,Eggs,2013,2013,1000 tonnes,1614.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2744,Eggs,2013,2013,1000 tonnes,16.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2744,Eggs,2013,2013,1000 tonnes,1749.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2744,Eggs,2013,2013,1000 tonnes,10802.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2744,Eggs,2013,2013,1000 tonnes,20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2744,Eggs,2013,2013,1000 tonnes,819.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2744,Eggs,2013,2013,1000 tonnes,99.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
